timestamp,data_source,feature,target,standardize,learning_rate,iterations,test_size,seed,mu,sigma,model,rmse,mae,r2
2026-01-30T11:18:43,csv,Axis #1,days_until_failure,True,0.01,2000,0.2,42,0.7223350908812899,2.164337770091057,scratch,0.2683855666610758,0.23223733202588887,-6.882665508634034e-06
2026-01-30T11:18:43,csv,Axis #1,days_until_failure,True,0.01,2000,0.2,42,0.7223350908812899,2.164337770091057,sklearn,0.2683855666610758,0.2322373320258889,-6.882665508634034e-06
